id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
35889706,2the point Athens Suites & Apartments in Plaka #4,268966696,Elias,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97375,23.73295,Entire home/apt,75,1,4,2021-10-10,0.13,3,128,1,00000695127
35890347,Olala Soho Apartment 2.1 | Balcony,129000409,Olala Homes,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98232,23.71924,Entire home/apt,63,1,24,2021-11-15,0.82,30,353,8,00000760662
35890350,Olala Soho Apartment 2.2 | Balcony,129000409,Olala Homes,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9841,23.71977,Entire home/apt,60,1,50,2021-12-12,1.71,30,353,10,00000760651
35890630,Alke Homme II - Penthouse,145137575,Al.Ke,,ΙΛΙΣΙΑ,37.978424,23.756899,Entire home/apt,90,2,24,2021-11-07,0.81,2,211,14,00000829354
35896099,Luxurious 4 bdrm+3 bath Apt in the heart of Athens,269957527,Ignatios,,ΓΟΥΔΙ,37.98589,23.76147,Entire home/apt,150,1,47,2021-11-14,1.59,2,350,15,Exempt
35898696,"Chess appartment, Panormou stylish flat .",270009563,Konstantinos,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9949,23.76544,Entire home/apt,60,3,0,,,1,356,0,00000737495
35899680,blue & white,219303850,Hamed,,ΑΝΩ ΚΥΨΕΛΗ,38.00404,23.74726,Entire home/apt,29,1,1,2020-02-29,0.05,1,0,0,00000894925
35905103,Lycabettus Forest view Studio,76137777,Thomas,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98675,23.74552,Entire home/apt,39,2,20,2019-10-27,0.66,1,0,0,00000702495
35926648,Colourful Apartment in AthensCity 1min from Subway,270227875,Konstantinos,,ΑΝΩ ΠΑΤΗΣΙΑ,38.02212,23.73716,Entire home/apt,49,1,122,2021-12-17,4.01,1,172,33,00000797900
35928871,Prime location in Athens center -Rita's apartment,78397678,Rita,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97388,23.73422,Entire home/apt,55,2,16,2021-10-13,0.65,2,284,15,00000892247
35930768,Artistic holiday apartment in central Athens,5889807,Philip,,ΚΥΨΕΛΗ,37.99854,23.73654,Entire home/apt,33,10,4,2019-09-17,0.14,1,0,0,00000743396
35932441,"NETFLIX-FAST Wifi-Balcony
New & Bright
7th-central",33712702,Adonis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98334,23.7232,Entire home/apt,59,2,105,2021-12-17,3.54,1,222,46,00001277539
35953292,Metaxourgeio recently renovated apartment,53272689,Fotis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9877,23.72161,Entire home/apt,35,3,15,2020-05-26,0.51,1,1,0,00000778320
35968261,Vogue boutique apartment next to Acropolis,75990171,Alexander,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96468,23.72165,Entire home/apt,52,2,80,2021-12-13,2.67,6,298,35,00000619584
35986027,Enticing roof top studio in Athens city centre!,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.97924,23.72298,Entire home/apt,48,2,67,2021-12-06,2.25,40,336,19,
35990681,Neos Kosmos Deluxe Apartment,66997117,Aval,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96333,23.73175,Entire home/apt,40,30,16,2019-10-15,0.53,1,0,0,
35991965,Athens Blossom House under Acropolis,270763610,Athens Blossom,,ΘΗΣΕΙΟ,37.97541,23.7188,Entire home/apt,36,2,74,2021-12-13,2.58,1,309,23,00000732089
35994796,Dora's Apartment,270788986,Nicole,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00309,23.72689,Entire home/apt,43,2,10,2021-10-05,0.35,1,364,1,00000676473
35995073,"pub Baralligi,Yolenis  greek gastronomic center",71929639,Jean,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98196,23.73602,Entire home/apt,100,4,0,,,1,365,0,
36012067,Athens centre apartment in Neos Kosmos,270936722,Ιωάννης,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95055,23.7241,Entire home/apt,59,2,0,,,1,365,0,
36014388,Metropolis Fix Grand,270953036,Metropolis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96165,23.73009,Entire home/apt,80,3,0,,,1,0,0,00000721758
36014408,"Large, sunny apartment in central Athens.",187530855,Steve,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99526,23.73685,Entire home/apt,27,201,0,,,1,365,0,
36014978,Centrally located studio next to Syntagma sq.,218548792,Vasilis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9762,23.73022,Entire home/apt,36,1,46,2021-11-08,1.52,3,352,29,00000754998
36015472,2 distinct apts in 1 building. Balcony & roof top.,1418201,D & Y Boutique Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9809,23.72254,Entire home/apt,131,2,2,2021-09-01,0.44,40,343,2,
36020249,Brand new flat for 4 ppl next to Syntagma sq.,218548792,Vasilis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97725,23.73197,Entire home/apt,32,1,19,2021-10-24,0.63,3,346,11,00000755007
36025783,Boutique Apartment / Metro 2' / Omonoia 10' walk,271030559,Harrys,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99547,23.73172,Entire home/apt,40,2,29,2021-10-01,0.96,1,229,10,00000748430
36032522,ARTbnb,271079110,Petros,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98643,23.73387,Entire home/apt,45,2,34,2021-09-29,1.13,1,0,19,00000727104
36033115,Nana's House in Athens | Greece,271083700,Panagiota,,ΚΟΛΩΝΟΣ,37.99988,23.71667,Entire home/apt,50,3,2,2021-08-06,0.08,1,0,1,00000719669
36035664,Your own little corner near Kallimarmaro stadium,271100690,Maria,,ΣΤΑΔΙΟ,37.9674,23.74429,Entire home/apt,25,29,15,2021-08-11,0.50,1,253,3,00000796407
36037883,ΑΡΕΤΗ,271120687,Ελενη,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95443,23.72552,Entire home/apt,60,1,6,2021-08-25,0.21,3,282,5,
36039926,Urban Minimalist Studio Apt. near Pagrati Park,180896799,HCS HΩRIZΩN Cyprus Services,,ΠΑΓΚΡΑΤΙ,37.9686,23.74528,Entire home/apt,22,1,9,2021-11-20,0.32,12,337,5,00001039979
36045243,ACROPOLIS VIEW FLAT IN THE CENTER OF ATHENS,271182859,Angeliki,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98147,23.73477,Entire home/apt,450,3,0,,,2,365,0,
36047252,Hidesign Athens Acropolis Panorama Suite,10581143,Pagona,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97514,23.73174,Entire home/apt,101,2,84,2021-12-19,3.32,9,317,59,00000853387
36052410,Chic One Bedroom Apartment with Hilton View,152449611,Athina And/Or Eleni,,ΙΛΙΣΙΑ,37.97702,23.7514,Entire home/apt,90,1,2,2019-11-14,0.08,18,353,0,00001112062
36054381,Cozy and relaxing apartment close to Metro station,231332567,Maria,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9567,23.7278,Entire home/apt,40,2,30,2021-12-13,1.03,1,346,17,00000758562
36054428,Spacious penthouse with spectacular view,184950591,Dimitris,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99372,23.76057,Entire home/apt,80,3,8,2021-10-23,0.53,1,110,5,00000912491
36057086,Grandma's home,174579041,Παυλος,,ΓΟΥΔΙ,37.98154,23.75942,Entire home/apt,40,60,0,,,1,365,0,
36058555,Ivannas penthouse,271255308,Ivanna,,ΚΟΛΩΝΟΣ,38.0018,23.71726,Entire home/apt,150,2,0,,,2,180,0,
36060144,Unique Acropolis View Apartment,39701255,Sissy,,ΑΚΡΟΠΟΛΗ,37.97226,23.72055,Entire home/apt,110,2,0,,,2,175,0,00001169058
36060753,"Delightful, next to Acropolis&Metro",32041536,Nikos,,ΑΚΡΟΠΟΛΗ,37.96892,23.72764,Entire home/apt,45,3,48,2021-10-30,1.60,1,0,22,00000845999
36066432,ACROPOLIS VIEW FLAT IN THE CENTER OF ATHENS,271182859,Angeliki,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98298,23.73632,Entire home/apt,400,3,0,,,2,179,0,
36068978,Cozy and peaceful apartment in the heart of Athens,271335340,Areti,,ΖΑΠΠΕΙΟ,37.96875,23.73209,Entire home/apt,50,2,25,2021-11-11,0.86,1,232,2,
36069395,Big house for 4 people,120061045,Antigoni,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.00847,23.73005,Entire home/apt,50,4,1,2019-07-21,0.03,1,90,0,
36075156,"Little Martin Appartment, in the Heart of Athens",271377857,Evelyn,,ΣΤΑΔΙΟ,37.96667,23.7434,Entire home/apt,30,7,3,2020-10-31,0.12,1,0,0,
36083320,Alexandra's path,266104590,Stefanos,,ΓΚΥΖΗ,37.99113,23.74635,Entire home/apt,45,2,6,2020-10-04,0.20,7,351,0,00000830665
36087806,Five-star Apartment with amazing Acropolis View,33425468,Irini,,ΑΚΡΟΠΟΛΗ,37.97325,23.71981,Entire home/apt,120,2,1,2019-10-02,0.04,2,175,0,00001169063
36093485,Central Apartment right next to Acropolis !,39701255,Sissy,,ΑΚΡΟΠΟΛΗ,37.97261,23.71964,Entire home/apt,120,2,1,2019-09-22,0.04,2,175,0,00001169063
36094474,Modern Apartment next to Acropolis!,33425468,Irini,,ΑΚΡΟΠΟΛΗ,37.97344,23.71993,Entire home/apt,110,2,4,2020-02-25,0.14,2,175,0,00001169058
36099607,not available,42496318,Julien Renaud,,ΛΥΚΑΒΗΤΤΟΣ,37.98615,23.74597,Entire home/apt,45,5,0,,,1,363,0,AMA0000747991
36101714,Superior Suite with balcony near Acropolis,271563000,Christie & Marios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97109,23.7304,Entire home/apt,85,1,65,2021-12-19,2.38,3,333,54,00000736265
36107017,Lila's Kolonaki Gem,271602043,Booking Experts,,ΚΟΛΩΝΑΚΙ,37.98008,23.74949,Entire home/apt,33,3,20,2021-09-30,0.69,1,177,6,00000703830
36109009,❁Arty&fully equipped house near Acropolis&Metro❁,41376390,Polymnia,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96118,23.71927,Entire home/apt,87,3,0,,,1,90,0,00000746386
36122231,Heart of the city - Athens Sunset,22876650,Dorota,,ΠΕΤΡΑΛΩΝΑ,37.97481,23.71253,Entire home/apt,46,2,21,2021-10-27,0.70,1,348,11,00000740511
36130141,"Ourania at Muses Residence, private backyard",113548208,Mary,,ΑΚΡΟΠΟΛΗ,37.96341,23.7175,Entire home/apt,80,2,38,2021-11-30,1.45,38,296,24,00000757933
36130261,Fresh 2bd Central Museum Walk to Plaka/Acropolis,59309638,Chris,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98893,23.73037,Entire home/apt,30,1,21,2021-10-01,0.70,6,176,10,00001057053
36131984,Σουίτα 5ου ορόφου στο Σταθμό Τρένου Κάτω Πατησια,218829888,Nikos,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.01183,23.72906,Entire home/apt,120,3,0,,,1,178,0,
36132339,"Cozy home in Thiseio ,close to metro",271576199,Andres,,ΑΚΡΟΠΟΛΗ,37.97353,23.71811,Entire home/apt,49,1,12,2019-12-27,0.40,1,3,0,00000747652
36134208,Athenian Apartments - Syntagma sq. #5,26363796,Giorgos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97508,23.7321,Entire home/apt,45,2,2,2021-09-13,0.50,5,320,2,00001016753
36136664,Minimal 2 BR near Olympic Stadium - 15 min walk,220695037,Omnia,,ΠΑΓΚΡΑΤΙ,37.96538,23.74891,Entire home/apt,67,1,0,,,8,0,0,
36140919,Διαμέρισμα στο λόφο του Στρέφη/In Exarchia,190933114,Maria,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98876,23.74081,Entire home/apt,40,1,2,2021-09-12,0.47,1,365,2,ΑΜΑ 00000865097
36142365,KERAMOS Athens - Apartment A1,258177050,Keramos Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9821,23.71466,Entire home/apt,63,1,145,2021-12-20,4.97,4,350,58,00001111680
36142402,KERAMOS Athens - Apartment A2,258177050,Keramos Athens,,ΚΕΡΑΜΕΙΚΟΣ,37.9821,23.71466,Entire home/apt,56,1,122,2021-11-10,4.04,4,343,17,00001111680
36144579,"""Athens Diamond"" elegant flat w/terrace near metro",157657992,Harry (Charalambos),,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98584,23.72013,Entire home/apt,80,3,0,,,1,362,0,00000679249
36145788,Acropolis of Athens Ultimate Airbnb Experience,16842834,Dora,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9686,23.7301,Entire home/apt,109,2,41,2021-11-03,1.44,6,365,17,00000339508
36146938,Spacious room with terrace in Exarcheia,5762503,Gleb,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98603,23.73143,Private room,20,2,30,2021-11-30,1.01,4,169,9,
36158423,Luxury Apollo Suite w/Acropolis View≈ nearto metro,187437995,Despina & Oliver,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98525,23.71821,Entire home/apt,40,30,33,2021-10-09,1.13,2,8,17,00000688898
36161373,By the National Archaeological  Museum of Athens,241068033,George,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99025,23.73281,Entire home/apt,27,2,139,2021-12-16,4.75,1,269,56,00000768901
36161741,"Dio's Home, 1min walk from Panormou metro station!",271979460,Διονύσης,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99129,23.76284,Entire home/apt,35,1,5,2019-12-14,0.18,1,144,0,
36164237,Athens loft,40046038,Ioanna,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98842,23.73436,Entire home/apt,66,3,0,,,1,365,0,
36165777,Minimal 1 BR near Metro Station - 5 min walk,220695037,Omnia,,ΠΑΓΚΡΑΤΙ,37.96693,23.74968,Entire home/apt,63,1,0,,,8,0,0,
36169500,Cozy Suite in the heart of Acropolis in Plaka,271563000,Christie & Marios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97109,23.7304,Entire home/apt,57,1,41,2021-12-18,1.40,3,355,35,00000736200
36174176,Room with terrace in Exarcheia,5762503,Gleb,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98709,23.73333,Private room,20,2,27,2021-12-19,0.91,4,170,13,
36191151,"Stylish Sunny New 2 Bedroom, Prime Central Athens",53136877,Constantine,,ΙΛΙΣΙΑ,37.9742,23.74742,Entire home/apt,67,2,55,2021-12-01,2.00,4,328,28,00000938636
36193320,Room in shared 3 bedroom apartment in Ambelokipoi,187720552,Marianna,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99072,23.76566,Private room,21,5,4,2020-11-20,0.14,37,357,0,00000457893
36194131,Room in shared 3-bedroom flat in Ambelokipi,187720552,Marianna,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98882,23.7663,Private room,21,5,1,2020-05-10,0.05,37,364,0,00000457893
36194494,Modern Apartment 5min to Athens Center. Near Metro,272209278,Mark,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95565,23.72726,Entire home/apt,25,7,4,2020-08-03,0.13,1,0,0,
36194505,Room with a balcony in lux apartment,5762503,Gleb,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98581,23.73099,Private room,20,2,47,2021-12-20,1.57,4,154,22,
36199203,ΑΡΤΕΜΙΣ,271120687,Ελενη,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95421,23.72644,Entire home/apt,45,1,20,2021-11-21,0.67,3,270,7,
36200395,Memories,272256663,Alexis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97611,23.73084,Entire home/apt,75,2,6,2021-10-20,0.22,1,179,1,00000869091
36223935,Old Athenian charm in the heart of Athens,10608116,Μίνως,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96797,23.72647,Entire home/apt,38,1,15,2021-09-17,0.52,1,334,5,
36224715,Cozy and stylish studios in the best location!,250089781,Spittaki,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97693,23.72575,Entire home/apt,120,1,2,2021-08-04,0.39,3,350,2,00000791114
36227570,Arty Mood Athens appartment in Psiri,272457469,Emilios,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97797,23.72563,Entire home/apt,34,2,26,2021-12-06,0.88,1,300,15,00000723890
36230746,Rooftop appartmet in the heart of  Athens,267518976,Athanasios,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98739,23.74514,Entire home/apt,53,1,3,2019-07-20,0.10,1,365,0,
36237503,Modern &  Cozy  Brand  new  Ap- 100m from Metro .,132171596,Dionisis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9902,23.72144,Entire home/apt,43,2,1,2019-08-31,0.04,1,5,0,00000754422
36250227,Απολαύστε απόκεντρα το κέντρο της Αθήνας.,272651278,Σπυριδων,,ΑΝΩ ΚΥΨΕΛΗ,38.00702,23.73602,Entire home/apt,24,4,0,,,1,15,0,
36250511,room with private bathroom in Bauhaus Apartments,180724995,AthensArtApartments,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98531,23.73663,Private room,14,30,0,,,15,78,0,
36250917,2the Point Athens Suites & Apartments in Plaka #5,268966696,Elias,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97317,23.73461,Entire home/apt,80,1,0,,,3,128,0,
36252670,"The Gem of Filopappou 1, member of Luxury Drops",266100562,Luxury Drops,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96214,23.7203,Entire home/apt,99,2,17,2021-10-31,0.60,2,350,4,00000764190
36259179,Feidias luxury flat Psyrri square,135482892,Home+,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97987,23.72405,Entire home/apt,44,1,35,2021-10-28,1.18,41,354,6,00000854267
36259241,Landscape luxury flat Psyrri square,135482892,Home+,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97808,23.72505,Entire home/apt,44,1,25,2021-10-23,0.85,41,351,18,00001309938
36264576,Dom aktora,255603576,Urszula,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.0024,23.72812,Private room,30,1,0,,,1,365,0,
36266300,A-06. Forget anything else-best views of Acropolis,178457686,HostPal,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98404,23.7392,Entire home/apt,47,2,119,2021-12-19,3.94,4,313,39,00001127469
36266592,AUTHENTIC APARTMENT PLAKA PARTHENON ACROPOLIS,7018861,Alexis,,ΑΚΡΟΠΟΛΗ,37.96684,23.72337,Entire home/apt,75,3,2,2021-05-09,0.11,1,178,1,
36269510,"A-05. Great studio, renovated in 2019. U will ❤ it",178457686,HostPal,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98504,23.74034,Entire home/apt,43,3,14,2020-08-30,0.46,4,0,0,00001040795
36270356,Balcony @ the Sweet Spot!,80105615,George,,ΠΕΤΡΑΛΩΝΑ,37.97367,23.71126,Entire home/apt,49,5,31,2021-09-13,1.04,1,148,5,00001016854
36271667,A center spacious flat next to the park,272795780,Ioanna,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99649,23.74574,Entire home/apt,35,3,10,2021-11-30,0.33,1,164,5,00000948407
36284712,A3.Next 2 Metro & Central Clinic.Renovated 2019!,178457686,HostPal,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98264,23.73655,Entire home/apt,38,2,86,2021-12-21,2.95,4,347,47,00001049260
36285521,"Thalia at Muses Residence! Koukaki,Plaka,Acropolis",113548208,Mary,,ΑΚΡΟΠΟΛΗ,37.96472,23.71739,Entire home/apt,59,2,6,2021-06-18,0.21,38,287,2,00000757944
36291710,Delightful 1BD Apartment in Plaka,20104194,Upstreet,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97367,23.72862,Entire home/apt,132,1,38,2021-11-16,1.29,74,349,17,00001133592
36299719,Central sunny studio with Acropolis view,272988781,Vasiliki,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96243,23.72816,Entire home/apt,29,2,86,2021-11-25,2.92,1,81,29,00001048859
36303779,Chill in this Condo's huge balcony next to metro!,173384199,Giorgos,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98507,23.72043,Entire home/apt,41,1,51,2021-11-29,1.72,29,353,20,00000765660
36306345,Design Penthouse with Terrace in Exarcheia,5762503,Gleb,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98601,23.73033,Entire home/apt,55,2,15,2021-11-06,0.53,4,154,13,
36309444,Διαμέρισμα σε ωραίο σημείο του Παγκρατίου,219281678,Christina,,ΠΑΓΚΡΑΤΙ,37.97027,23.74767,Entire home/apt,35,3,0,,,2,0,0,
36311649,Oinapothiki VIP at Kallimarmaro & Zeus Temple,273082214,Nasis,,ΠΑΓΚΡΑΤΙ,37.97093,23.74352,Entire home/apt,53,2,0,,,1,365,0,00000057499
36313767,"Sunflower Boutique Apartment,80m from Attiki Metro",269317408,Maria,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99972,23.72097,Entire home/apt,54,2,34,2021-12-04,1.13,1,255,2,00000722241
36315758,ΙΑΣΩΝ,271120687,Ελενη,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95419,23.72453,Entire home/apt,45,1,66,2021-11-19,2.20,3,362,27,
36324724,Modern & Cosy Athenian flat @Monastiraki square,4777984,Romanos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97855,23.72502,Entire home/apt,48,2,68,2021-12-20,2.27,17,346,32,00001273410
36324936,The Syntagma Edition Apartment,11407277,Panagiotis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97477,23.73171,Entire home/apt,123,1,61,2021-11-28,2.12,4,352,38,00001326127
36332503,"Vasilis Thissio Petralona, 3d floor, balcony",249025335,Panagiotis,,ΘΗΣΕΙΟ,37.97377,23.71308,Entire home/apt,55,3,43,2021-11-03,1.58,1,71,7,00000759941
36336272,Comfy & Bright Athens Museum Loft,152449611,Athina And/Or Eleni,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98918,23.73306,Entire home/apt,60,2,5,2021-08-15,0.20,18,353,3,00001259375
36337859,"Acropolis Charm,Historic Center apartment(update)",268282197,Anna,,ΑΚΡΟΠΟΛΗ,37.96827,23.72943,Entire home/apt,69,2,98,2021-11-27,3.34,1,340,28,00000735670
36344063,Pinacota Suite 85m2,1829921,Psa Athens & Psv Mykonos,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99087,23.73848,Entire home/apt,110,5,1,2019-09-24,0.04,6,325,0,00000764180
36346903,Pinacota Suite 95m2,1829921,Psa Athens & Psv Mykonos,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99087,23.73848,Entire home/apt,150,5,2,2019-10-12,0.07,6,325,0,00001109056
36349491,Cozy apartment near Monastiraki & Acropolis,273349588,Γιώργος,,ΠΕΤΡΑΛΩΝΑ,37.96604,23.70633,Entire home/apt,40,1,35,2020-09-03,1.19,1,93,0,00000756496
36366505,MetroAmpelokipi,273469869,Vasiliki,,ΓΟΥΔΙ,37.98646,23.76593,Entire home/apt,120,2,10,2021-09-09,0.38,1,253,2,00000750870
36369224,Toni's - 3BD Apartment Close To Metro,112527018,Toni,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99052,23.73125,Entire home/apt,89,1,72,2021-12-05,2.46,28,309,14,00000701480
36373066,Deluxe double room- Still Athens hotel,26052586,StillAthens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97753,23.72645,Hotel room,84,1,0,,,13,0,0,
36373641,Comfortable Apartment at the foot of the Odeo...,240367992,Gpm,,ΑΚΡΟΠΟΛΗ,37.96946,23.72556,Entire home/apt,42,1,31,2021-11-08,1.04,29,349,13,00001126371
36374217,Delight Suite Acropolis  | Aeolos Luxury Suites,158190069,Aeolos Suites,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97886,23.72893,Hotel room,220,1,0,,,3,322,0,
36378429,LIVE ATHENS AS AN ATHENIAN,273538711,Marcia Barbara,,ΠΑΓΚΡΑΤΙ,37.97077,23.74776,Private room,45,1,0,,,1,180,0,
36379083,Minimal Luxurious Brand New Studio 2,253784452,Georgia,,ΙΛΙΣΙΑ,37.9729,23.75234,Entire home/apt,50,1,167,2021-12-19,5.60,3,356,91,00001107616
36382465,1.Ap.52m²/4th/balcony@Mavili sq.& Ampelokipi metro,273568020,Αντώνης,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98403,23.75628,Entire home/apt,48,2,96,2021-12-09,3.23,1,353,47,00000768912
36385717,Modern apartment near downtown Athens,273593580,Mariia,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95587,23.72622,Entire home/apt,29,4,61,2021-11-15,2.06,1,151,13,00000848887
36395546,Spacious lovely flat full sunshine @Athens center,4777984,Romanos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98619,23.73883,Entire home/apt,40,2,58,2021-12-16,1.96,17,278,26,00001317412
